tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Class
9606,Homo sapiens,3603,0,live,IL16,"LCF, NIL16, PRIL16, prIL-16",interleukin 16,pro-interleukin-16|lymphocyte chemoattractant factor|neuronal interleukin 16|prointerleukin 16,15q25.1,15,NC_000015.10,81196879,81314058,plus,22,603035,ADHD
9606,Homo sapiens,51194,0,live,IPO11,RanBP11,importin 11,importin-11|Ran binding protein 11|imp11|ran-binding protein 11,5q12.1,5,NC_000005.10,62412763,62628582,plus,31,610889,ADHD
9606,Homo sapiens,3672,0,live,ITGA1,"CD49a, VLA1",integrin subunit alpha 1,integrin alpha-1|CD49 antigen-like family member A|VLA-1|laminin and collagen receptor|very late activation protein 1,5q11.2,5,NC_000005.10,52787916,52959209,plus,29,192968,ADHD
9606,Homo sapiens,23522,0,live,KAT6B,"GTPTS, MORF, MOZ2, MYST4, ZC2HC6B, qkf, querkopf",lysine acetyltransferase 6B,"histone acetyltransferase KAT6B|K(lysine) acetyltransferase 6B|MOZ, YBF2/SAS3, SAS2 and TIP60 protein 4|MOZ-related factor|MYST histone acetyltransferase (monocytic leukemia) 4|MYST-4|histone acetyltransferase MORF|histone acetyltransferase MOZ2|histone acetyltransferase MYST4|monocytic leukemia zinc finger protein-related factor",10q22.2,10,NC_000010.11,74824927,75032624,plus,20,605880,ADHD
9606,Homo sapiens,30820,0,live,KCNIP1,"KCHIP1, VABP",potassium voltage-gated channel interacting protein 1,Kv channel-interacting protein 1|A-type potassium channel modulatory protein 1|Kv channel interacting protein 1|potassium channel interacting protein 1|vesicle APC-binding protein,5q35.1,5,NC_000005.10,170353055,170736632,plus,14,604660,ADHD
9606,Homo sapiens,3767,0,live,KCNJ11,"BIR, HHF2, IKATP, KIR6.2, MODY13, PHHI, PNDM2, TNDM3",potassium inwardly rectifying channel subfamily J member 11,"ATP-sensitive inward rectifier potassium channel 11|beta-cell inward rectifier subunit|inward rectifier K(+) channel Kir6.2|inwardly rectifing potassium channel subfamily J member 11|inwardly rectifying potassium channel KIR6.2|inwardly-rectifying potassium channel subfamily J member 11|potassium channel inwardly rectifing subfamily J member 11|potassium channel, inwardly rectifying subfamily J member 11|potassium voltage-gated channel subfamily J member 11",11p15.1,11,NC_000011.10,17385246,17389346,minus,4,600937,ADHD
9606,Homo sapiens,9757,0,live,KMT2B,"CXXC10, DYT28, HRX2, MLL1B, MLL2, MLL4, TRX2, WBP-7, WBP7",lysine methyltransferase 2B,"histone-lysine N-methyltransferase 2B|WW domain binding protein 7|histone-lysine N-methyltransferase MLL4|lysine (K)-specific methyltransferase 2B|mixed lineage leukemia gene homolog 2|myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) 4|myeloid/lymphoid or mixed-lineage leukemia protein 4|trithorax homologue 2",19q13.12,19,NC_000019.10,35717818,35738878,plus,38,606834,ADHD
9606,Homo sapiens,9211,0,live,LGI1,"ADLTE, ADPAEF, ADPEAF, EPITEMPIN, EPT, ETL1, IB1099",leucine rich glioma inactivated 1,leucine-rich glioma-inactivated protein 1|epitempin-1,10q23.33,10,NC_000010.11,93757887,93798159,plus,9,604619,ADHD
9606,Homo sapiens,4010,0,live,LMX1B,"LMX1.2, NPS1",LIM homeobox transcription factor 1 beta,LIM homeobox transcription factor 1-beta|LIM/homeobox protein 1.2|LMX-1.2,9q33.3,9,NC_000009.12,126613928,126701032,plus,8,602575,ADHD
9606,Homo sapiens,101927437,0,live,LOC101927437,,uncharacterized LOC101927437,,13q32.3,13,NC_000013.11,99740870,99957165,minus,5,,ADHD
9606,Homo sapiens,108228197,0,live,LOC108228197,,LCR2q21.1 proximal recombination region,,2q21.1,2,NC_000002.12,130687741,130688006,plus,0,,ADHD
9606,Homo sapiens,108228198,0,live,LOC108228198,,LCR2q21.1 distal recombination region,,2q21.1,2,NC_000002.12,131294430,131294695,plus,0,,ADHD
9606,Homo sapiens,643542,0,live,LOC643542,,uncharacterized LOC643542,,18q22.1,18,NC_000018.10,67516546,67899619,plus,5,,ADHD
9606,Homo sapiens,4017,0,live,LOXL2,"LOR, LOR2, WS9-14",lysyl oxidase like 2,lysyl oxidase homolog 2|lysyl oxidase related 2|lysyl oxidase-like 2 delta e13|lysyl oxidase-like 2 protein|lysyl oxidase-like protein 2|lysyl oxidase-related protein 2|lysyl oxidase-related protein WS9-14,8p21.3,8,NC_000008.11,23296897,23404120,minus,14,606663,ADHD
9606,Homo sapiens,4023,0,live,LPL,"HDLCQ11, LIPD",lipoprotein lipase,lipoprotein lipase|phospholipase A1,8p21.3,8,NC_000008.11,19939253,19967259,plus,10,609708,ADHD
9606,Homo sapiens,4128,0,live,MAOA,"BRNRS, MAO-A",monoamine oxidase A,amine oxidase [flavin-containing] A|monoamine oxidase type A,Xp11.3,X,NC_000023.11,43655006,43746817,plus,16,309850,ADHD
9606,Homo sapiens,4129,0,live,MAOB,,monoamine oxidase B,"amine oxidase [flavin-containing] B|MAO, brain|MAO, platelet|MAO-B|adrenalin oxidase|monoamine oxidase type B|tyramine oxidase",Xp11.3,X,NC_000023.11,43766610,43882450,minus,18,309860,ADHD
9606,Homo sapiens,2011,0,live,MARK2,"EMK-1, EMK1, PAR-1, Par-1b, Par1b",microtubule affinity regulating kinase 2,serine/threonine-protein kinase MARK2|ELKL motif kinase 1|MAP/microtubule affinity-regulating kinase 2|PAR1 homolog b|Ser/Thr protein kinase PAR-1B|serine/threonine protein kinase EMK|testicular tissue protein Li 117,11q13.1,11,NC_000011.10,63838955,63911020,plus,22,600526,ADHD
9606,Homo sapiens,154141,0,live,MBOAT1,"LPEAT1, LPLAT, LPLAT 1, LPSAT, OACT1, dJ434O11.1",membrane bound O-acyltransferase domain containing 1,lysophospholipid acyltransferase 1|1-acylglycerophosphoserine O-acyltransferase|O-acyltransferase (membrane bound) domain containing 1|O-acyltransferase domain-containing protein 1|lyso-PS acyltransferase|lysophosphatidylethanolamine acyltransferase 1|lysophosphatidylserine acyltransferase|membrane-bound O-acyltransferase domain-containing protein 1,6p22.3,6,NC_000006.12,20099684,20212469,minus,15,611732,ADHD
9606,Homo sapiens,4160,0,live,MC4R,BMIQ20,melanocortin 4 receptor,melanocortin receptor 4|MC4-R,18q21.32,18,NC_000018.10,60371062,60372775,minus,1,155541,ADHD
9606,Homo sapiens,4204,0,live,MECP2,"AUTSX3, MRX16, MRX79, MRXS13, MRXSL, PPMX, RS, RTS, RTT",methyl-CpG binding protein 2,methyl-CpG-binding protein 2|meCp-2 protein,Xq28,X,NC_000023.11,154021573,154097717,minus,11,300005,ADHD
9606,Homo sapiens,4212,0,live,MEIS2,"CPCMR, HsT18361, MRG1",Meis homeobox 2,"homeobox protein Meis2|Meis homolog 2|Meis1, myeloid ecotropic viral integration site 1 homolog 2|Meis1-related gene 1|TALE homeobox protein Meis2|meis1-related protein 1",15q14,15,NC_000015.10,36889204,37101311,minus,16,601740,ADHD
9606,Homo sapiens,388815,0,live,MIR99AHG,"C21orf34, C21orf35, LINC00478, MONC",mir-99a-let-7c cluster host gene,long intergenic non-protein coding RNA 478|megakaryocytic oncogenic non-coding RNA|mir-99a-let-7c cluster host gene (non-protein coding),21q21.1,21,NC_000021.9,16070488,16631727,plus,18,615964,ADHD
9606,Homo sapiens,406886,0,live,MIRLET7D,"LET7D, MIRNLET7D, hsa-let-7d, let-7d",microRNA let-7d,,9q22.32,9,NC_000009.12,94178834,94178920,plus,1,612145,ADHD
9606,Homo sapiens,57504,0,live,MTA3,,metastasis associated 1 family member 3,"metastasis-associated protein MTA3|metastasis associated gene family, member 3",2p21,2,NC_000002.12,42494110,42802118,plus,26,609050,ADHD
9606,Homo sapiens,4524,0,live,MTHFR,,methylenetetrahydrofolate reductase,"methylenetetrahydrofolate reductase|5,10-methylenetetrahydrofolate reductase (NADPH)|methylenetetrahydrofolate reductase (NAD(P)H)",1p36.22,1,NC_000001.11,11785723,11806103,minus,12,607093,ADHD
9606,Homo sapiens,93100,0,live,NAPRT,"NAPRT1, PP3856",nicotinate phosphoribosyltransferase,nicotinate phosphoribosyltransferase|FHA-HIT-interacting protein|NAPRTase|nicotinate phosphoribosyltransferase domain containing 1|nicotinate phosphoribosyltransferase domain-containing protein 1|nicotinic acid phosphoribosyltransferase,8q24.3,8,NC_000008.11,143574585,143578349,minus,12,611552,ADHD
9606,Homo sapiens,89797,0,live,NAV2,"HELAD1, POMFIL2, RAINB1, STEERIN2, UNC53H2",neuron navigator 2,"neuron navigator 2|helicase, APC down-regulated 1|pore membrane and/or filament-interacting-like protein 2|retinoic acid inducible gene in neuroblastoma 1|steerin-2|unc-53 homolog 2",11p15.1,11,NC_000011.10,19345200,20121601,plus,52,607026,ADHD
9606,Homo sapiens,344148,0,live,NCKAP5,"ERIH1, ERIH2, NAP5",NCK associated protein 5,nck-associated protein 5|NAP-5|peripheral clock protein 2,2q21.2,2,NC_000002.12,132671788,133675182,minus,30,608789,ADHD
9606,Homo sapiens,101928161,0,live,NCKAP5-AS2,,NCKAP5 antisense RNA 2,,2q21.2,2,NC_000002.12,133266195,133284758,plus,5,,ADHD
9606,Homo sapiens,4691,0,live,NCL,"C23, Nsr1",nucleolin,nucleolin,2q37.1,2,NC_000002.12,231453531,231464484,minus,14,164035,ADHD
9606,Homo sapiens,10276,0,live,NET1,"ARHGEF8A, NET1",neuroepithelial cell transforming 1,neuroepithelial cell-transforming gene 1 protein|Rho guanine nucleotide exchange factor (GEF) 8|epididymis secretory sperm binding protein|guanine nucleotide regulatory protein (oncogene)|neuroepithelioma transforming gene 1|p65 Net1 proto-oncogene protein|small GTP-binding protein regulator,10p15.1,10,NC_000010.11,5412557,5459056,plus,13,606450,ADHD
9606,Homo sapiens,4842,0,live,NOS1,"IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS",nitric oxide synthase 1,"nitric oxide synthase, brain|NOS type I|constitutive NOS|neuronal NOS|nitric oxide synthase 1 (neuronal)|peptidyl-cysteine S-nitrosylase NOS1",12q24.22,12,NC_000012.12,117208142,117361626,minus,33,163731,ADHD
9606,Homo sapiens,2908,0,live,NR3C1,"GCCR, GCR, GCRST, GR, GRL",nuclear receptor subfamily 3 group C member 1,"glucocorticoid receptor|glucocorticoid nuclear receptor variant 1|nuclear receptor subfamily 3 group C member 1 variant hGR-B(54)|nuclear receptor subfamily 3 group C member 1 variant hGR-B(77)|nuclear receptor subfamily 3 group C member 1 variant hGR-B(93)|nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)",5q31.3,5,NC_000005.10,143277931,143435512,minus,16,138040,ADHD
9606,Homo sapiens,50814,0,live,NSDHL,"H105E3, SDR31E1, XAP104",NAD(P) dependent steroid dehydrogenase-like,"sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating|NAD(P) dependent steroid dehydrogenase-like protein transcript|epididymis secretory sperm binding protein|protein H105e3|short chain dehydrogenase/reductase family 31E, member 1",Xq28,X,NC_000023.11,152831001,152869729,plus,11,300275,ADHD
9606,Homo sapiens,5009,0,live,OTC,OCTD,ornithine carbamoyltransferase,"ornithine carbamoyltransferase, mitochondrial|OTCase|ornithine transcarbamylase",Xp11.4,X,NC_000023.11,38352528,38421446,plus,10,300461,ADHD
9606,Homo sapiens,165140,0,live,OXER1,"GPCR, GPR170, TG1019",oxoeicosanoid receptor 1,oxoeicosanoid receptor 1|5-oxo-ETE G-protein coupled receptor|5-oxo-ETE acid G-protein-coupled receptor 1|G-protein coupled receptor 170|G-protein coupled receptor R527|G-protein coupled receptor TG1019|OXE receptor|oxoeicosanoid (OXE) receptor 1,2p21,2,NC_000002.12,42762499,42764261,minus,1,,ADHD
9606,Homo sapiens,5020,0,live,OXT,"OT, OT-NPI-NPI, OXT",oxytocin/neurophysin I prepropeptide,"oxytocin-neurophysin 1|neurophysin I|oxytocin, prepro- (neurophysin I)|oxytocin, prepropeptide|oxytocin-neurophysin I, preproprotein",20p13,20,NC_000020.11,3068871,3072517,plus,4,167050,ADHD
9606,Homo sapiens,5080,0,live,PAX6,"AN, AN1, AN2, ASGD5, D11S812E, FVH1, MGDA, WAGR",paired box 6,paired box protein Pax-6|Aniridia 1|Aniridia 2|aniridia type II protein|oculorhombin|paired box homeotic gene-6,11p13,11,NC_000011.10,31789026,31817961,minus,25,607108,ADHD
9606,Homo sapiens,9463,0,live,PICK1,"PICK, PRKCABP",protein interacting with PRKCA 1,PRKCA-binding protein|protein interacting with C kinase 1|protein kinase C-alpha-binding protein,22q13.1,22,NC_000022.11,38056311,38075704,plus,14,605926,ADHD
9606,Homo sapiens,55367,0,live,PIDD1,"LRDD, PIDD",p53-induced death domain protein 1,p53-induced death domain-containing protein 1|leucine-rich repeat and death domain-containing protein|leucine-rich repeats and death domain containing|p53-induced protein with a death domain,11p15.5,11,NC_000011.10,799179,809867,minus,18,605247,ADHD
9606,Homo sapiens,5294,0,live,PIK3CG,"PI3CG, PI3K, PI3Kgamma, PIK3, p110gamma, p120-PI3K","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform|1-phosphatidylinositol 3-kinase|PI3-kinase subunit gamma|phosphatidylinositol 3 kinase gamma, p110 gamma|phosphatidylinositol 3-kinase catalytic 110-kD gamma|phosphatidylinositol-4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma|phosphoinositide-3-kinase gamma catalytic subunit|ptdIns-3-kinase subunit gamma|ptdIns-3-kinase subunit p110-gamma|serine/threonine protein kinase PIK3CG",7q22.3,7,NC_000007.14,106865282,106908980,plus,15,601232,ADHD
9606,Homo sapiens,5071,0,live,PRKN,"AR-JP, LPRS2, PARK2, PDJ",parkin RBR E3 ubiquitin protein ligase,"E3 ubiquitin-protein ligase parkin|Parkinson disease (autosomal recessive, juvenile) 2, parkin|parkinson juvenile disease protein 2|parkinson protein 2 E3 ubiquitin protein ligase|parkinson protein 2, E3 ubiquitin protein ligase (parkin)",6q26,6,NC_000006.12,161347417,162727802,minus,14,602544,ADHD
9606,Homo sapiens,283659,0,live,PRTG,IGDCC5,protogenin,"protogenin|immunoglobulin superfamily, DCC subclass, member 5|protogenin homolog (Gallus gallus)|shen-dan",15q21.3,15,NC_000015.10,55611540,55743152,minus,23,613261,ADHD
9606,Homo sapiens,55037,0,live,PTCD3,MRP-S39,pentatricopeptide repeat domain 3,"pentatricopeptide repeat domain-containing protein 3, mitochondrial|28S ribosomal protein S39, mitochondrial|TRG-15|mitochondrial small ribosomal subunit protein mS39|pentatricopeptide repeat-containing protein 3, mitochondrial|transformation-related gene 15 protein",2p11.2,2,NC_000002.12,86106235,86142157,plus,24,614918,ADHD
9606,Homo sapiens,5730,0,live,PTGDS,"L-PGDS, LPGDS, PDS, PGD2, PGDS, PGDS2",prostaglandin D2 synthase,prostaglandin-H2 D-isomerase|PGD2 synthase|beta-trace protein|cerebrin-28|glutathione-independent PGD synthase|glutathione-independent PGD synthetase|lipocalin-type prostaglandin D synthase|prostaglandin D synthase|prostaglandin D2 synthase 21kDa (brain)|testis tissue sperm-binding protein Li 63n,9q34.3,9,NC_000009.12,136977504,136981742,plus,7,176803,ADHD
9606,Homo sapiens,5924,0,live,RASGRF2,"GRF2, RAS-GRF2",Ras protein specific guanine nucleotide releasing factor 2,ras-specific guanine nucleotide-releasing factor 2|ras guanine nucleotide exchange factor 2,5q14.1,5,NC_000005.10,80960363,81230162,plus,31,606614,ADHD
9606,Homo sapiens,5649,0,live,RELN,"ETL7, LIS2, PRO1598, RL",reelin,reelin,7q22.1,7,NC_000007.14,103471789,103989658,minus,65,600514,ADHD
9606,Homo sapiens,473,0,live,RERE,"ARG, ARP, ATN1L, DNB1, NEDBEH",arginine-glutamic acid dipeptide repeats,arginine-glutamic acid dipeptide repeats protein|arginine-glutamic acid dipeptide (RE) repeats|atrophin 2|atrophin-1 like protein|atrophin-1 related protein,1p36.23,1,NC_000001.11,8352404,8817640,minus,25,605226,ADHD
9606,Homo sapiens,49855,0,live,SCAPER,"IDDRP, MSTP063, ZNF291, Zfp291",S-phase cyclin A associated protein in the ER,S phase cyclin A-associated protein in the endoplasmic reticulum|zinc finger protein 291,15q24.3,15,NC_000015.10,76347904,76905455,minus,47,611611,ADHD
9606,Homo sapiens,7979,0,live,SEM1,"C7orf76, DSS1, ECD, SHFD1, SHFM1, SHSF1, Shfdg1",SEM1 26S proteasome complex subunit,26S proteasome complex subunit SEM1|26S proteasome complex subunit DSS1|deleted in split hand/split foot protein 1|deleted in split-hand/split-foot 1|split hand/foot deleted protein 1|split hand/foot malformation (ectrodactyly) type 1|split hand/foot malformation type 1 protein,7q21.3,7,NC_000007.14,96481626,96709846,minus,16,601285,ADHD
9606,Homo sapiens,6527,0,live,SLC5A4,"DJ90G24.4, SAAT1, SGLT3",solute carrier family 5 member 4,"solute carrier family 5 member 4|Na(+)/glucose cotransporter 3|low affinity sodium-glucose cotransporter|sodium transporter|sodium/glucose cotransporter 3|solute carrier family 5 (glucose activated ion channel), member 4|solute carrier family 5 (low affinity glucose cotransporter), member 4|solute carrier family 5 (neutral amino acid transporters, system A), member 4",22q12.3,22,NC_000022.11,32218423,32355057,minus,18,618633,ADHD
9606,Homo sapiens,6530,0,live,SLC6A2,"NAT1, NET, NET1, SLC6A5",solute carrier family 6 member 2,"sodium-dependent noradrenaline transporter|neurotransmitter transporter|norepinephrine transporter|solute carrier family 6 (neurotransmitter transporter), member 2|solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2|solute carrier family 6 member 5",16q12.2,16,NC_000016.10,55655928,55706192,plus,18,163970,ADHD
9606,Homo sapiens,6531,0,live,SLC6A3,"DAT, DAT1, PKDYS, PKDYS1",solute carrier family 6 member 3,"sodium-dependent dopamine transporter|DA transporter|dopamine transporter 1|solute carrier family 6 (neurotransmitter transporter), member 3|solute carrier family 6 (neurotransmitter transporter, dopamine), member 3",5p15.33,5,NC_000005.10,1392794,1445440,minus,15,126455,ADHD
9606,Homo sapiens,6532,0,live,SLC6A4,"5-HTT, 5-HTTLPR, 5HTT, HTT, OCD1, SERT, SERT1, hSERT",solute carrier family 6 member 4,"sodium-dependent serotonin transporter|5-hydroxytryptamine (serotonin) transporter|5HT transporter|Na+/Cl- dependent serotonin transporter|serotonin transporter 1|solute carrier family 6 (neurotransmitter transporter), member 4|solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",17q11.2,17,NC_000017.11,30194319,30235697,minus,15,182138,ADHD
9606,Homo sapiens,285195,0,live,SLC9A9,"AUTS16, NHE9",solute carrier family 9 member A9,"sodium/hydrogen exchanger 9|Na(+)/H(+) exchanger 9|putative protein product of Nbla00118|sodium/proton exchanger NHE9|solute carrier family 9 (sodium/hydrogen exchanger)|solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9",3q24,3,NC_000003.12,143265222,143848492,minus,20,608396,ADHD
9606,Homo sapiens,28232,0,live,SLCO3A1,"OATP-D, OATP-RP3, OATP3A1, OATPD, OATPRP3, SLC21A11",solute carrier organic anion transporter family member 3A1,"solute carrier organic anion transporter family member 3A1|PGE1 transporter|organic anion transporter polypeptide-related protein 3|organic anion-transporting polypeptide D|sodium-independent organic anion transporter D|solute carrier family 21 (organic anion transporter), member 11|solute carrier family 21 member 11",15q26.1,15,NC_000015.10,91853708,92172435,plus,16,612435,ADHD
9606,Homo sapiens,6616,0,live,SNAP25,"CMS18, RIC-4, RIC4, SEC9, SNAP, SNAP-25, SUP, bA416N4.2, dJ1068F16.2",synaptosome associated protein 25,"synaptosomal-associated protein 25|resistance to inhibitors of cholinesterase 4 homolog|synaptosomal-associated protein, 25kDa|synaptosome associated protein 25kDa",20p12.2,20,NC_000020.11,10218830,10307420,plus,17,600322,ADHD
9606,Homo sapiens,6622,0,live,SNCA,"NACP, PARK1, PARK4, PD1",synuclein alpha,"alpha-synuclein|I+/--synuclein|non A-beta component of AD amyloid|synuclein alpha-140|synuclein, alpha (non A4 component of amyloid precursor)|truncated alpha synuclein",4q22.1,4,NC_000004.12,89724099,89838324,minus,13,163890,ADHD
9606,Homo sapiens,389084,0,live,SNORC,"ASCL830, C2orf82, UNQ830",secondary ossification center associated regulator of chondrocyte maturation,protein SNORC|Small Novel Rich in Cartilage|secondary ossification center-associated regulator of chondrocyte maturation protein|uncharacterized protein C2orf82,2q37.1,2,NC_000002.12,232865678,232878704,plus,9,,ADHD
9606,Homo sapiens,221178,0,live,SPATA13,"ARHGEF29, ASEF2",spermatogenesis associated 13,spermatogenesis-associated protein 13|APC-stimulated guanine nucleotide exchange factor 2|adenomatous polyposis coli stimulated exchange factor 2,13q12.12,13,NC_000013.11,23979802,24307069,plus,20,613324,ADHD
9606,Homo sapiens,50859,0,live,SPOCK3,"HSAJ1454, TES-3, TICN3","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3","testican-3|SPARC/osteonectin, cwcv and kazal like domains proteoglycan 3|sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3",4q32.3,4,NC_000004.12,166733384,167234869,minus,15,607989,ADHD
9606,Homo sapiens,161742,0,live,SPRED1,"LGSS, NFLS, PPP1R147, hSpred1, spred-1",sprouty related EVH1 domain containing 1,"sprouty-related, EVH1 domain-containing protein 1|protein phosphatase 1, regulatory subunit 147|suppressor of Ras/MAPK activation",15q14,15,NC_000015.10,38252087,38357249,plus,9,609291,ADHD
9606,Homo sapiens,6480,0,live,ST6GAL1,"SIAT1, ST6GalI, ST6N","ST6 beta-galactoside alpha-2,6-sialyltransferase 1","beta-galactoside alpha-2,6-sialyltransferase 1|B-cell antigen CD75|CMP-N-acetylneuraminate beta-galactosamide alpha-2,6-sialyltransferase|CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1|ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1|ST6 beta-galactosamide alpha-2,6-sialyltranferase 1|ST6Gal I|alpha 2,6-ST 1|sialyltransferase 1 (beta-galactoside alpha-2,6-sialyltransferase)",3q27.3,3,NC_000003.12,186930526,187078553,plus,9,109675,ADHD
9606,Homo sapiens,412,0,live,STS,"ARSC, ARSC1, ASC, ES, SSDD, XLI",steroid sulfatase,"steryl-sulfatase|arylsulfatase C|estrone sulfatase|steroid sulfatase (microsomal), isozyme S|steryl-sulfate sulfohydrolase",Xp22.31,X,NC_000023.11,7147290,7354641,plus,16,300747,ADHD
9606,Homo sapiens,729178,0,live,STXBP5-AS1,,STXBP5 antisense RNA 1,STXBP5 antisense RNA 1 (non-protein coding),6q24.3,6,NC_000006.12,146841388,147204614,minus,11,,ADHD
9606,Homo sapiens,55959,0,live,SULF2,HSULF-2,sulfatase 2,extracellular sulfatase Sulf-2,20q13.12,20,NC_000020.11,47654569,47786616,minus,24,610013,ADHD
9606,Homo sapiens,6822,0,live,SULT2A1,"DHEA-ST, DHEAS, HST, ST2, ST2A1, ST2A3, STD, hSTa",sulfotransferase family 2A member 1,"bile salt sulfotransferase|alcohol/hydroxysteroid sulfotransferase|bile-salt sulfotranasferase 2A1|sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1",19q13.33,19,NC_000019.10,47870467,47886315,minus,6,125263,ADHD
9606,Homo sapiens,8224,0,live,SYN3,,synapsin III,synapsin-3|cN28H9.2 (synapsin III),22q12.3,22,NC_000022.11,32507820,33058381,minus,20,602705,ADHD
9606,Homo sapiens,6869,0,live,TACR1,"NK1R, NKIR, SPR, TAC1R",tachykinin receptor 1,substance-P receptor|NK-1 receptor|NK-1R|tachykinin receptor 1 (substance P receptor; neurokinin-1 receptor),2p12,2,NC_000002.12,75046463,75199520,minus,5,162323,ADHD
9606,Homo sapiens,54495,0,live,TMX3,"PDIA13, TXNDC10",thioredoxin related transmembrane protein 3,"protein disulfide-isomerase TMX3|protein disulfide isomerase family A, member 13|thioredoxin domain containing 10|thioredoxin domain-containing protein 10",18q22.1,18,NC_000018.10,68673688,68715112,minus,19,616102,ADHD
9606,Homo sapiens,8797,0,live,TNFRSF10A,"APO2, CD261, DR4, TRAILR-1, TRAILR1",TNF receptor superfamily member 10a,"tumor necrosis factor receptor superfamily member 10A|TNF-related apoptosis-inducing ligand receptor 1|TRAIL receptor 1|TRAIL-R1|cytotoxic TRAIL receptor|death receptor 4|tumor necrosis factor receptor superfamily member 10a variant 2|tumor necrosis factor receptor superfamily, member 10a",8p21.3,8,NC_000008.11,23190452,23225102,minus,10,603611,ADHD
9606,Homo sapiens,8793,0,live,TNFRSF10D,"CD264, DCR2, TRAIL-R4, TRAILR4, TRUNDD",TNF receptor superfamily member 10d,"tumor necrosis factor receptor superfamily member 10D|TNF receptor-related receptor for TRAIL|TNF-related apoptosis-inducing ligand receptor 4|TRAIL receptor 4|TRAIL receptor with a truncated death domain|decoy receptor 2|tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain",8p21.3,8,NC_000008.11,23135588,23164027,minus,9,603614,ADHD
9606,Homo sapiens,7143,0,live,TNR,TN-R,tenascin R,tenascin-R|janusin|restrictin,1q25.1,1,NC_000001.11,175315194,175743702,minus,25,601995,ADHD
9606,Homo sapiens,7166,0,live,TPH1,"TPRH, TRPH",tryptophan hydroxylase 1,tryptophan 5-hydroxylase 1|L-tryptophan hydroxylase|indoleacetic acid-5-hydroxylase|tryptophan 5-monooxygenase 1|tryptophan hydroxylase (tryptophan 5-monooxygenase),11p15.1,11,NC_000011.10,18017555,18046269,minus,11,191060,ADHD
9606,Homo sapiens,121278,0,live,TPH2,"ADHD7, NTPH",tryptophan hydroxylase 2,tryptophan 5-hydroxylase 2|neuronal tryptophan hydroxylase|tryptophan 5-monooxygenase 2,12q21.1,12,NC_000012.12,71938845,72032440,plus,13,607478,ADHD
9606,Homo sapiens,7204,0,live,TRIO,"ARHGEF23, MEBAS, MRD44, MRD63, tgat",trio Rho guanine nucleotide exchange factor,triple functional domain protein|PTPRF-interacting protein|triple functional domain (PTPRF interacting),5p15.2,5,NC_000005.10,14143342,14510204,plus,63,601893,ADHD
9606,Homo sapiens,54575,0,live,UGT1A10,"GNT1, UDPGT, UGT-1A, UGT-1J, UGT1, UGT1-01, UGT1-10, UGT1.1, UGT1.10, UGT1A, UGT1A1, UGT1J, hUG-BR1",UDP glucuronosyltransferase family 1 member A10,"UDP-glucuronosyltransferase 1A10|Bilirubin-specific UDPGT isozyme 1|UDP glucuronosyltransferase 1 family, polypeptide A10|UDP glycosyltransferase 1 family, polypeptide A10|UDP-glucuronosyltransferase 1-1|UDP-glucuronosyltransferase 1-10|UDP-glucuronosyltransferase 1-A|UDP-glucuronosyltransferase 1-J|UDP-glucuronosyltransferase 1A1|UDPGT 1-1|UDPGT 1-10",2q37.1,2,NC_000002.12,233636477,233773305,plus,5,606435,ADHD
9606,Homo sapiens,54576,0,live,UGT1A8,"GNT1, UDPGT, UDPGT 1-8, UGT-1A, UGT-1H, UGT1, UGT1-01, UGT1-08, UGT1.1, UGT1.8, UGT1A, UGT1A1S, UGT1H, hUG-BR1, UGT1A8",UDP glucuronosyltransferase family 1 member A8,"UDP-glucuronosyltransferase 1A8|Bilirubin-specific UDPGT isozyme 1|UDP glucuronosyltransferase 1 family, polypeptide A8|UDP glycosyltransferase 1 family, polypeptide A8|UDP-glucuronosyltransferase 1 family polypeptide A8s|UDP-glucuronosyltransferase 1-1|UDP-glucuronosyltransferase 1-8|UDP-glucuronosyltransferase 1-A|UDP-glucuronosyltransferase 1-H|UDP-glucuronosyltransferase 1A1|UDPGT 1-1",2q37.1,2,NC_000002.12,233617645,233773299,plus,5,606433,ADHD
